Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Jessica,"Ginny & Georgia: Season 1: ""Lydia Bennet Is Hundo a Feminist""",Edge OSS - Windows (Cadmium),2022-12-29 14:59:14,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":750750},{""eventType"":""playing"",""sessionOffsetMs"":1697,""mediaOffsetMs"":750750},{""eventType"":""paused"",""sessionOffsetMs"":224873,""mediaOffsetMs"":973605},{""eventType"":""playing"",""sessionOffsetMs"":362460,""mediaOffsetMs"":973724},{""eventType"":""paused"",""sessionOffsetMs"":1992222,""mediaOffsetMs"":2601763},{""eventType"":""playing"",""sessionOffsetMs"":3561684,""mediaOffsetMs"":2601976},{""eventType"":""paused"",""sessionOffsetMs"":3569468,""mediaOffsetMs"":2608154},{""eventType"":""stopped"",""sessionOffsetMs"":5370202,""mediaOffsetMs"":2608227}]"
Jessica,Main Character Intro Clip: 7 Donne e un Mistero,Edge OSS - Windows (Cadmium),2022-12-29 14:59:13,BR,"[{""eventType"":""start"",""sessionOffsetMs"":39,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4471,""mediaOffsetMs"":0}]"
Jessica,GINNYANDGEORGIA_S1_CLIP_CLIFFHANGER,Edge OSS - Windows (Cadmium),2022-12-29 14:59:11,BR,"[{""eventType"":""start"",""sessionOffsetMs"":5,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":782,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":2419,""mediaOffsetMs"":1335}]"
Jessica,"Ginny & Georgia: Season 1: ""Lydia Bennet Is Hundo a Feminist""",Edge OSS - Windows (Cadmium),2022-12-29 14:46:10,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":304304},{""eventType"":""playing"",""sessionOffsetMs"":3433,""mediaOffsetMs"":304304},{""eventType"":""paused"",""sessionOffsetMs"":412343,""mediaOffsetMs"":712486},{""eventType"":""playing"",""sessionOffsetMs"":415376,""mediaOffsetMs"":712553},{""eventType"":""stopped"",""sessionOffsetMs"":454466,""mediaOffsetMs"":751643}]"
Jessica,GINNYANDGEORGIA_S1_CLIP_CLIFFHANGER,Edge OSS - Windows (Cadmium),2022-12-29 14:46:02,BR,"[{""eventType"":""start"",""sessionOffsetMs"":1,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":828,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4765,""mediaOffsetMs"":3685}]"
Jessica,Season 2 Informative Clip: Love Is Blind: Brazil,Edge OSS - Windows (Cadmium),2022-12-29 14:44:07,BR,"[{""eventType"":""start"",""sessionOffsetMs"":43,""mediaOffsetMs"":18},{""eventType"":""playing"",""sessionOffsetMs"":1508,""mediaOffsetMs"":18},{""eventType"":""paused"",""sessionOffsetMs"":55023,""mediaOffsetMs"":53453},{""eventType"":""reposition"",""sessionOffsetMs"":55060,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":55080,""mediaOffsetMs"":0}]"
Jessica,"Ginny & Georgia: Season 1: ""Lydia Bennet Is Hundo a Feminist""",Edge OSS - Windows (Cadmium),2022-12-28 10:39:37,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":18018},{""eventType"":""playing"",""sessionOffsetMs"":4041,""mediaOffsetMs"":18018},{""eventType"":""stopped"",""sessionOffsetMs"":244041,""mediaOffsetMs"":258018}]"
Jessica,GINNYANDGEORGIA_S1_CLIP_MAINCHARACTER,Edge OSS - Windows (Cadmium),2022-12-28 10:39:30,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":759,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3093,""mediaOffsetMs"":2134}]"
Jessica,Limited Series: Villain / Antagonist Clip: Treason,Edge OSS - Windows (Cadmium),2022-12-28 10:38:57,BR,"[{""eventType"":""start"",""sessionOffsetMs"":86,""mediaOffsetMs"":17},{""eventType"":""playing"",""sessionOffsetMs"":5970,""mediaOffsetMs"":17},{""eventType"":""paused"",""sessionOffsetMs"":34961,""mediaOffsetMs"":28924},{""eventType"":""stopped"",""sessionOffsetMs"":40028,""mediaOffsetMs"":28999}]"
Jessica,"Ginny & Georgia: Season 1: ""Lydia Bennet Is Hundo a Feminist""",Samsung Novatek DTV Smart TV,2022-12-28 01:50:27,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":5722,""mediaOffsetMs"":6000},{""eventType"":""paused"",""sessionOffsetMs"":21195,""mediaOffsetMs"":19000},{""eventType"":""stopped"",""sessionOffsetMs"":23130,""mediaOffsetMs"":19000}]"
Jessica,"Ginny & Georgia: Season 1: ""Next Level Rich People Sh*t""",Samsung Novatek DTV Smart TV,2022-12-28 00:58:10,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":5923,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":8443,""mediaOffsetMs"":6000},{""eventType"":""playing"",""sessionOffsetMs"":11957,""mediaOffsetMs"":10000},{""eventType"":""playing"",""sessionOffsetMs"":14073,""mediaOffsetMs"":12000},{""eventType"":""paused"",""sessionOffsetMs"":1135597,""mediaOffsetMs"":1133000},{""eventType"":""playing"",""sessionOffsetMs"":1136577,""mediaOffsetMs"":1133000},{""eventType"":""paused"",""sessionOffsetMs"":1138115,""mediaOffsetMs"":1134000},{""eventType"":""playing"",""sessionOffsetMs"":1183008,""mediaOffsetMs"":1134000},{""eventType"":""stopped"",""sessionOffsetMs"":3116955,""mediaOffsetMs"":3059000}]"
Jessica,"Ginny & Georgia: Season 1: ""It's a Face Not a Mask""",Samsung Novatek DTV Smart TV,2022-12-28 00:34:11,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1588000},{""eventType"":""playing"",""sessionOffsetMs"":8427,""mediaOffsetMs"":1588000},{""eventType"":""playing"",""sessionOffsetMs"":12354,""mediaOffsetMs"":1591000},{""eventType"":""playing"",""sessionOffsetMs"":14368,""mediaOffsetMs"":1593000},{""eventType"":""paused"",""sessionOffsetMs"":1436901,""mediaOffsetMs"":3016000},{""eventType"":""stopped"",""sessionOffsetMs"":1439059,""mediaOffsetMs"":3016000}]"
Jessica,"Ginny & Georgia: Season 1: ""It's a Face Not a Mask""",DefaultWidevineAndroidPhone,2022-12-27 15:31:48,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":649,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":32478,""mediaOffsetMs"":31829},{""eventType"":""playing"",""sessionOffsetMs"":130355,""mediaOffsetMs"":129706},{""eventType"":""paused"",""sessionOffsetMs"":763753,""mediaOffsetMs"":762956},{""eventType"":""playing"",""sessionOffsetMs"":832883,""mediaOffsetMs"":762970},{""eventType"":""playing"",""sessionOffsetMs"":1427779,""mediaOffsetMs"":1357866},{""eventType"":""playing"",""sessionOffsetMs"":1467118,""mediaOffsetMs"":1397205},{""eventType"":""paused"",""sessionOffsetMs"":1658483,""mediaOffsetMs"":1588551}]"
Jessica,Betty en NY: Season 1_hook_04_16x9,DefaultWidevineAndroidPhone,2022-12-27 15:31:44,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":196,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1059,""mediaOffsetMs"":786},{""eventType"":""stopped"",""sessionOffsetMs"":3219,""mediaOffsetMs"":792}]"
Jessica,Good Girls: Season 2 (Trailer),DefaultWidevineAndroidPhone,2022-12-27 15:31:43,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":174,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":659,""mediaOffsetMs"":363},{""eventType"":""stopped"",""sessionOffsetMs"":989,""mediaOffsetMs"":385}]"
Jessica,Shooter: Shooter: Season 1_hook_01_16x9,DefaultWidevineAndroidPhone,2022-12-27 15:31:36,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":128,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6794,""mediaOffsetMs"":6523},{""eventType"":""stopped"",""sessionOffsetMs"":7119,""mediaOffsetMs"":6532}]"
Jessica,Limited Series: Villain / Antagonist Clip: Treason,DefaultWidevineAndroidPhone,2022-12-27 15:31:35,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":182,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":457,""mediaOffsetMs"":198},{""eventType"":""stopped"",""sessionOffsetMs"":1088,""mediaOffsetMs"":201}]"
Jessica,Designated Survivor: Season 3 (Franchise Trailer),DefaultWidevineAndroidPhone,2022-12-27 15:31:33,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":250,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1055,""mediaOffsetMs"":637},{""eventType"":""stopped"",""sessionOffsetMs"":1601,""mediaOffsetMs"":647}]"
Jessica,Limited Series: Villain / Antagonist Clip: Treason,DefaultWidevineAndroidPhone,2022-12-27 15:31:32,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":784,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1219,""mediaOffsetMs"":263},{""eventType"":""stopped"",""sessionOffsetMs"":1568,""mediaOffsetMs"":274}]"
Jessica,"Ginny & Georgia: Season 1: ""Pilot""",Samsung Novatek DTV Smart TV,2022-12-27 03:05:30,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":8296,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2056901,""mediaOffsetMs"":2048000},{""eventType"":""playing"",""sessionOffsetMs"":2058872,""mediaOffsetMs"":2048000},{""eventType"":""paused"",""sessionOffsetMs"":3347828,""mediaOffsetMs"":3337000},{""eventType"":""stopped"",""sessionOffsetMs"":3349616,""mediaOffsetMs"":3337000}]"
Jessica,Até Que A Sorte Nos Separe 3,Samsung Novatek DTV Smart TV,2022-12-26 16:18:24,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2859000},{""eventType"":""playing"",""sessionOffsetMs"":7171,""mediaOffsetMs"":2859000},{""eventType"":""paused"",""sessionOffsetMs"":797344,""mediaOffsetMs"":3648000},{""eventType"":""playing"",""sessionOffsetMs"":885392,""mediaOffsetMs"":3648000},{""eventType"":""stopped"",""sessionOffsetMs"":2409219,""mediaOffsetMs"":5171827}]"
Jessica,Até Que A Sorte Nos Separe 3,Samsung Novatek DTV Smart TV,2022-12-26 13:56:19,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":5906,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7939,""mediaOffsetMs"":2000},{""eventType"":""playing"",""sessionOffsetMs"":11977,""mediaOffsetMs"":6000},{""eventType"":""stopped"",""sessionOffsetMs"":2864906,""mediaOffsetMs"":2858929}]"
Jessica,"Alice in Borderland: Season 1: ""Episode 1""",Samsung Novatek DTV Smart TV,2022-12-26 13:52:28,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":5419,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":12969,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":15475,""mediaOffsetMs"":10000},{""eventType"":""paused"",""sessionOffsetMs"":185648,""mediaOffsetMs"":180000},{""eventType"":""stopped"",""sessionOffsetMs"":188329,""mediaOffsetMs"":180000}]"
Jessica,The Impossible,Samsung Novatek DTV Smart TV,2022-12-26 13:51:27,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1050000},{""eventType"":""playing"",""sessionOffsetMs"":6955,""mediaOffsetMs"":1050000},{""eventType"":""playing"",""sessionOffsetMs"":8890,""mediaOffsetMs"":1051000},{""eventType"":""playing"",""sessionOffsetMs"":15008,""mediaOffsetMs"":1057000},{""eventType"":""paused"",""sessionOffsetMs"":32071,""mediaOffsetMs"":1074000},{""eventType"":""stopped"",""sessionOffsetMs"":34195,""mediaOffsetMs"":1074000}]"
Jessica,Workin' Moms: Season 1 - Upper Bound Clip 4,DefaultWidevineAndroidPhone,2022-12-26 01:35:24,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":991,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":7163,""mediaOffsetMs"":6029},{""eventType"":""stopped"",""sessionOffsetMs"":15152,""mediaOffsetMs"":6036}]"
Jessica,Season 2 Trailer 2: Alice in Borderland,DefaultWidevineAndroidPhone,2022-12-26 01:35:02,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":244,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":618,""mediaOffsetMs"":295},{""eventType"":""stopped"",""sessionOffsetMs"":5505,""mediaOffsetMs"":300}]"
Jessica,Megamind_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:35:00,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":263,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":610,""mediaOffsetMs"":254},{""eventType"":""stopped"",""sessionOffsetMs"":2365,""mediaOffsetMs"":261}]"
Jessica,Shark Tale_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:59,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":355,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":679,""mediaOffsetMs"":279},{""eventType"":""stopped"",""sessionOffsetMs"":683,""mediaOffsetMs"":279}]"
Jessica,Lucifer: Season 2_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:58,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":311,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":416,""mediaOffsetMs"":4},{""eventType"":""stopped"",""sessionOffsetMs"":924,""mediaOffsetMs"":12}]"
Jessica,Madagascar_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:58,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":348,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":375,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":744,""mediaOffsetMs"":0}]"
Jessica,Season 4 Trailer: Atypical,DefaultWidevineAndroidPhone,2022-12-26 01:34:57,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":246,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":424,""mediaOffsetMs"":115},{""eventType"":""stopped"",""sessionOffsetMs"":431,""mediaOffsetMs"":115}]"
Jessica,Suits: Season 1_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:56,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":187,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":267,""mediaOffsetMs"":6},{""eventType"":""stopped"",""sessionOffsetMs"":589,""mediaOffsetMs"":6}]"
Jessica,The Walking Dead: Season 1_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:56,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":302,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":627,""mediaOffsetMs"":183},{""eventType"":""stopped"",""sessionOffsetMs"":952,""mediaOffsetMs"":186}]"
Jessica,Mr. Bean's Holiday_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:40,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":190,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1193,""mediaOffsetMs"":894},{""eventType"":""stopped"",""sessionOffsetMs"":3052,""mediaOffsetMs"":905}]"
Jessica,Attraction 2_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:39,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":245,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":562,""mediaOffsetMs"":265},{""eventType"":""stopped"",""sessionOffsetMs"":921,""mediaOffsetMs"":272}]"
Jessica,Trailer: Day Shift,DefaultWidevineAndroidPhone,2022-12-26 01:34:36,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":122,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":726,""mediaOffsetMs"":444},{""eventType"":""stopped"",""sessionOffsetMs"":2172,""mediaOffsetMs"":448}]"
Jessica,3% (Trailer),DefaultWidevineAndroidPhone,2022-12-26 01:34:35,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":167,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1640,""mediaOffsetMs"":1368},{""eventType"":""stopped"",""sessionOffsetMs"":1969,""mediaOffsetMs"":1376}]"
Jessica,Trailer: Get the Grift,DefaultWidevineAndroidPhone,2022-12-26 01:34:33,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":99,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":972,""mediaOffsetMs"":726},{""eventType"":""stopped"",""sessionOffsetMs"":1320,""mediaOffsetMs"":728}]"
Jessica,Tô Ryca_hook_03_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:32,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":178,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":809,""mediaOffsetMs"":552},{""eventType"":""stopped"",""sessionOffsetMs"":1139,""mediaOffsetMs"":557}]"
Jessica,Os Homens São de Marte… e É pra Lá que Eu Vou!_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:31,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":153,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1035,""mediaOffsetMs"":762},{""eventType"":""stopped"",""sessionOffsetMs"":1370,""mediaOffsetMs"":766}]"
Jessica,Relatable Clip: Whindersson Nunes: É de mim mesmo,DefaultWidevineAndroidPhone,2022-12-26 01:34:21,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":415,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7217,""mediaOffsetMs"":7424},{""eventType"":""paused"",""sessionOffsetMs"":7450,""mediaOffsetMs"":6901},{""eventType"":""reposition"",""sessionOffsetMs"":7478,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7549,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7606,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9712,""mediaOffsetMs"":1996},{""eventType"":""stopped"",""sessionOffsetMs"":10193,""mediaOffsetMs"":2004}]"
Jessica,Chiquititas_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:19,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":187,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":272,""mediaOffsetMs"":9},{""eventType"":""stopped"",""sessionOffsetMs"":1252,""mediaOffsetMs"":15}]"
Jessica,Season 2 Teaser 2: Daughter From Another Mother,DefaultWidevineAndroidPhone,2022-12-26 01:34:18,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":241,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":869,""mediaOffsetMs"":512},{""eventType"":""stopped"",""sessionOffsetMs"":1505,""mediaOffsetMs"":518}]"
Jessica,Season 1 Genre Specific Moment Clip: The Witcher: Blood Origin,DefaultWidevineAndroidPhone,2022-12-26 01:34:17,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":372,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":531,""mediaOffsetMs"":104},{""eventType"":""stopped"",""sessionOffsetMs"":536,""mediaOffsetMs"":104}]"
Jessica,Main Character Clip 4: Glass Onion: A Knives Out Mystery,DefaultWidevineAndroidPhone,2022-12-26 01:34:17,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":408,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":635,""mediaOffsetMs"":207},{""eventType"":""stopped"",""sessionOffsetMs"":642,""mediaOffsetMs"":207}]"
Jessica,Main Character Intro Clip: Chickenhare and the Hamster of Darkness,DefaultWidevineAndroidPhone,2022-12-26 01:34:16,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":160,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":419,""mediaOffsetMs"":183},{""eventType"":""stopped"",""sessionOffsetMs"":425,""mediaOffsetMs"":183}]"
Jessica,Jane the Virgin: Season 1_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:15,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":197,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":507,""mediaOffsetMs"":199},{""eventType"":""stopped"",""sessionOffsetMs"":836,""mediaOffsetMs"":204}]"
Jessica,Barnyard_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:34:15,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":164,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":375,""mediaOffsetMs"":150},{""eventType"":""stopped"",""sessionOffsetMs"":705,""mediaOffsetMs"":158}]"
Jessica,Orange is the New Black: Season 2 (Trailer 1),DefaultWidevineAndroidPhone,2022-12-26 01:34:14,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":174,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":481,""mediaOffsetMs"":258},{""eventType"":""stopped"",""sessionOffsetMs"":486,""mediaOffsetMs"":258}]"
Jessica,Good Girls: Season 1 (Trailer),DefaultWidevineAndroidPhone,2022-12-26 01:34:13,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":223,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":532,""mediaOffsetMs"":196},{""eventType"":""stopped"",""sessionOffsetMs"":857,""mediaOffsetMs"":203}]"
Jessica,Season 2 Teaser 2: Daughter From Another Mother,DefaultWidevineAndroidPhone,2022-12-26 01:33:27,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":370,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1272,""mediaOffsetMs"":807},{""eventType"":""stopped"",""sessionOffsetMs"":1313,""mediaOffsetMs"":807}]"
Jessica,Trailer: Reviviendo la Navidad,DefaultWidevineAndroidPhone,2022-12-26 01:33:26,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":240,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":689,""mediaOffsetMs"":359},{""eventType"":""stopped"",""sessionOffsetMs"":1024,""mediaOffsetMs"":362}]"
Jessica,Season 2 Teaser 2: Daughter From Another Mother,DefaultWidevineAndroidPhone,2022-12-26 01:33:25,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":381,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":497,""mediaOffsetMs"":75},{""eventType"":""stopped"",""sessionOffsetMs"":829,""mediaOffsetMs"":80}]"
Jessica,Season 1 Genre Specific Moment Clip: The Witcher: Blood Origin,DefaultWidevineAndroidPhone,2022-12-26 01:33:25,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":338,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":591,""mediaOffsetMs"":206},{""eventType"":""stopped"",""sessionOffsetMs"":597,""mediaOffsetMs"":206}]"
Jessica,Main Character Clip 4: Glass Onion: A Knives Out Mystery,DefaultWidevineAndroidPhone,2022-12-26 01:33:24,BR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":223,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":437,""mediaOffsetMs"":137},{""eventType"":""stopped"",""sessionOffsetMs"":770,""mediaOffsetMs"":145}]"
Jessica,Jane the Virgin: Season 1_hook_primary_16x9,DefaultWidevineAndroidPhone,2022-12-26 01:33:23,BR,"[{""eventType"":""start"",""sessionOffsetMs"":-1407,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":507,""mediaOffsetMs"":0}]"
